Chemical name 	CAS RN	smiles	End Points (pLC50,mg/L )	End Points (LC50,mg/L )	End points annotation	Species	Reference	html
Oxamyl	23135-22-0	O=C(C(=NOC(=O)NC)SC)N(C)C	0.831229694	6.78	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2,6-Diisopropylaniline	24544-04-5	NC1=C(C(C)C)C=CC=C1C(C)C	1.184691431	15.3	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2-Methyl-3,3,4,4-tetrafluoro-2-butanol	29553-26-2	CC(C)(O)C(F)(C(F)F)F	2.764922985	582	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
(+-)-sec-Butylamine	13952-84-6	CCC(N)C	2.439332694	275	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
N-(3-Methoxypropyl)-3,4,5-trimethoxybenzylamine	34274-04-9	COCCCNCC1=CC(OC)=C(OC)C(OC)=C1	2.133538908	136	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2-(Bromomethyl)tetrahydro-2H-pyran	34723-82-5	BrCC1OCCCC1	2.311753861	205	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
4-Decylaniline	37529-30-9	NC1=CC=C(CCCCCCCCCC)C=C1	-1.207608311	0.062	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
4-Hexyloxyaniline	39905-57-2	NC1=CC=C(OCCCCCC)C=C1	0.478566496	3.01	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Methyl 4-chloro-2-nitrobenzoate	42087-80-9	C1([N+](=O)[O-])=CC(Cl)=CC=C1C(=O)OC	1.442479769	27.7	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
5-Hydroxy-2-nitrobenzaldehyde	42454-06-8	C1(C=O)=C([N+](=O)[O-])C=CC(O)=C1	1.622214023	41.9	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Fenvalerate	51630-58-1	O=C(C(C1=CC=C(C=C1)Cl)C(C)C)OC(C2=CC=CC(=C2)OC3=CC=CC=C3)C#N	-2.292429824	0.0051	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Permethrin	52645-53-1	C1=CC=C(OC2=CC=CC=C2)C=C1COC(=O)C3C(C)(C)C3C=C(Cl)Cl	-1.795880017	0.016	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
3,8-Dithiadecane	54576-32-8	CCSCCCCSCC	0.782472624	6.06	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2'-(Octyloxy)-acetanilide	55792-61-5	CCCCCCCCOC1=CC=CC=C1NC(=O)C	-0.346787486	0.45	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
p-(tert-Butyl)benzamide	56108-12-4	C1=CC(C(C)(C)C)=CC=C1C(=O)N	1.503790683	31.9	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2,9-Dithiadecane	56348-40-4	CSCCCCCCSC	1.004321374	10.1	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
dl-3-Butyn-2-ol	65337-13-5	CC(O)C#C	1.068185862	11.7	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
3-(4-tert-Butylphenoxy)benzaldehyde	69770-23-6	C1=CC(C(C)(C)C)=CC=C1OC2=CC=CC(C=O)=C2	-0.431798276	0.37	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Flucythrinate	70124-77-5	O=C(OC(C2=CC=CC(OC3=CC=CC=C3)=C2)C#N)[C@H](C1=CC=C(OC(F)F)C=C1)[C@H](C)C	-3.698970004	0.0002	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
3-(3,4-Dichlorophenoxy)benzaldehyde	79124-76-8	C1=C(C=O)C=CC=C1OC2=CC(Cl)=C(Cl)C=C2	-0.522878745	0.3	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
2,4-Dinitro-1-naphthol sodium salt dehydrate (Martius yellow)	101836-92-4	OC1=C([N+]([O-])=O)C=C([N+]([O-])=O)C2=CC=CC=C12	0.627365857	4.24	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
t-Butylstyrene	1746-23-2	CC(C)(C)C1=CC=C(C=C)C=C1	-0.30980392	0.49	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
Chloromethyl styrene	30030-25-2	ClCC1=CC(C=C)=CC=C1	-0.508638306	0.31	96-h flow0through exposure tests.	Fathead Minnow	EPA Fathead Minnow Acute Toxicity Database EPAFHM	http://www.epa.gov/ncct/dsstox/sdf_epafhm.html
