Chemical name 	CAS RN	SMILES	End Points (pIGCC50,ug/L )	Species	Reference
3-Methylaniline	108441	CC1=CC(=CC=C1)N	-0.28	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Chloro-2-methylaniline	95692	CC1=C(C=CC(=C1)Cl)N	0.35	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-chloro-5-methylaniline	95818	Nc1c(Cl)ccc(c1)C	0.2	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Chloroaniline	106478	C1=CC(=CC=C1N)Cl	0.05	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,5-Dichloroaniline	626437	C1=C(C=C(C=C1Cl)Cl)N	0.71	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Isopropylaniline	99887	CC(C)C1=CC=C(C=C1)N	0.22	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-chloro-4-nitroaniline	121-87-9	N(=O)(=O)c1cc(Cl)c(cc1)N	0.75	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-(Tert)butylaniline	769926	CC(C)(C)C1=CC=C(C=C1)N	0.36	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4-Dimethylaniline	95681	CC1=CC(=C(C=C1)N)C	-0.29	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Isopropylaniline	643287	CC(C)C1=CC=CC=C1N	0.12	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3-Dimethylaniline	87592	CC1=C(C(=CC=C1)N)C	-0.43	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Ethylaniline	589162	CCC1=CC=C(C=C1)N	0.03	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,6-Diisopropylaniline	24544045	CC(C)C1=C(C(=CC=C1)C(C)C)N	0.76	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
6-Chloro-2-fluoro-3-methylbenzaldehyde	286474-59-7	C(=O)c1c(F)c(C)ccc1Cl	1.238	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-aminobenzonitrile	873-74-5	C(#N)c1ccc(cc1)N	0.25	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,6-Dimethylaniline	87627	CC1=C(C(=CC=C1)C)N	-0.43	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
a,a,a-4-Tetrafluoro-o-toluidine	393395	C1=CC(=C(C=C1F)C(F)(F)F)N	-0.02	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Aminobenzyl alcohol	1877776	NC1=CC(CO)=CC=C1	-1.13	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-(Sec)-butylaniline	30273111	CCC(C)C1=CC=C(C=C1)N	0.61	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Benzoylaniline	1137413	C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N	0.68	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-aminobenzamide	2835689	C(N)(=O)c1ccc(N)cc1	-0.91	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Iodoaniline	615430	C1=CC=C(C(=C1)N)I	0.35	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Chloroaniline	95512	C1=CC=C(C(=C1)N)Cl	-0.17	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-amino-4-chloro-5-nitrophenol	7/2/6358	N(=O)(=O)c1c(Cl)cc(c(c1)O)N	1.17	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Fluoroaniline	348549	C1=CC=C(C(=C1)N)F	-0.37	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Cyanoaniline	2237301	C1=CC(=CC(=C1)N)C#N	-0.47	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,4-Phenylenediamine	106-50-3	Nc1ccc(cc1)N	-0.15	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-aminobenzonitrile	1885-29-6	C(#N)c1c(N)cccc1	-0.5	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Pentafluoroaniline	771608	C1(=C(C(=C(C(=C1F)F)F)F)F)N	0.26	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-nitrobenzoic acid	62-23-7	C(=O)(O)c1ccc(cc1)N(=O)=O	-0.86	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-nitrobenzoic acid	121-92-6	C(=O)(O)c1cc(N(=O)=O)ccc1	-1.09	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-nitrobenzoic acid	552-16-9	C(=O)(O)c1c(N(=O)=O)cccc1	-1.64	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,4-dinitrobenzene	100-25-4	N(=O)(=O)c1ccc(cc1)N(=O)=O	1.3	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-hydroxybenzoic acid	99-96-7	C(=O)(O)c1ccc(cc1)O	-1.02	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
p-Biphenylcarboxylic acid	92-92-2	C(=O)(O)c1ccc(cc1)c1ccccc1	0.84	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
nitrobenzene	98-95-3	N(=O)(=O)c1ccccc1	0.14	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-nitrotoluene	99-99-0	N(=O)(=O)c1ccc(cc1)C	0.65	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,3-dinitrobenzene	99-65-0	N(=O)(=O)c1cc(N(=O)=O)ccc1	0.76	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-nitrophenol	100-02-7	N(=O)(=O)c1ccc(cc1)O	1.42	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-hydroxybenzoic acid	99-06-9	C(=O)(O)c1cc(O)ccc1	-0.81	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,3-dimethyl-2-nitrobenzene	81-20-9	N(=O)(=O)c1c(C)cccc1C	0.3	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-dimethyl-4-nitrobenzene	99-51-4	N(=O)(=O)c1cc(C)c(cc1)C	0.59	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-nitrobenzaldehyde	555-16-8	N(=O)(=O)c1ccc(cc1)C=O	0.2	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,5-dinitrophenol	329-71-5	N(=O)(=O)c1cc(O)c(cc1)N(=O)=O	1.04	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-dinitrobenzene	528-29-0	N(=O)(=O)c1c(N(=O)=O)cccc1	1.25	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-ethylnitrobenene	100-12-9	N(=O)(=O)c1ccc(cc1)CC	0.8	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-methyl-2,4-dinitrobenzene	121-14-2	N(=O)(=O)c1cc(N(=O)=O)ccc1C	0.87	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-nitrobenzaldehyde	99-61-6	N(=O)(=O)c1cc(C=O)ccc1	0.14	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-nitrotoluene	99-08-1	N(=O)(=O)c1cc(C)ccc1	0.42	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
methyl-4-nitrobenzoate	619-50-1	C(OC)(=O)c1ccc(cc1)N(=O)=O	0.4	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4-dinitrophenol	51-28-5	N(=O)(=O)c1cc(N(=O)=O)ccc1O	1.06	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-nitrophenol	554-84-7	N(=O)(=O)c1cc(O)ccc1	0.51	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
salicylic acid	69-72-7	C(=O)(O)c1c(O)cccc1	-0.51	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-methyl-5-nitrophenol	5428-54-6	N(=O)(=O)c1cc(O)c(cc1)C	0.66	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-amino-4-nitrophenol	99-57-0	N(=O)(=O)c1cc(N)c(cc1)O	0.48	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-nitrobenzonitrile	619-72-7	N(=O)(=O)c1ccc(cc1)C#N	0.57	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-bromonitrobenzene	586-78-7	N(=O)(=O)c1ccc(cc1)Br	0.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4,6-trinitrophenol	29663-11-4	N(=O)(=O)c1c(O)c(N(=O)=O)cc(c1)N(=O)=O	-0.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-fluoro-4-nitrobenzene	350-46-9	N(=O)(=O)c1ccc(cc1)F	0.1	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-nitrobenzamide	619-80-7	C(N)(=O)c1ccc(cc1)N(=O)=O	0.18	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,6-dinitrophenol	573-56-8	N(=O)(=O)c1c(O)c(N(=O)=O)ccc1	0.83	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-nitrobenzyl chloride	100-14-1	N(=O)(=O)c1ccc(cc1)CCl	1.1	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,5-dinitrobenzyl alcohol	71022-43-0	N(=O)(=O)c1cc(N(=O)=O)cc(c1)C	0.53	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-chloro-4-nitrobenzene	100-00-5	N(=O)(=O)c1ccc(cc1)Cl	0.43	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-nitrobenzyl alcohol	619-73-8	N(=O)(=O)c1ccc(cc1)CO	0.1	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-nitroacetophenone	121-89-1	C(C)(=O)c1cc(N(=O)=O)ccc1	0.32	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-chloro-4-fluoro-1-nitrobenzene	350-30-1	N(=O)(=O)c1cc(Cl)c(cc1)F	0.8	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,4-dinitrophenol	577-71-9	N(=O)(=O)c1c(N(=O)=O)cc(cc1)O	0.27	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,4-dichloro-1-nitrobenzene	99-54-7	N(=O)(=O)c1cc(Cl)c(cc1)Cl	1.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-nitrotoluene	88-72-2	N(=O)(=O)c1c(C)cccc1	0.26	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-methyl-1,2-dinitrobenzene	610-39-9	N(=O)(=O)c1c(N(=O)=O)cc(cc1)C	1.52	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,3,5-trimethyl-2-nitrobenzene	603-71-4	N(=O)(=O)c1c(C)cc(cc1C)C	0.86	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Fluoro-4-nitrophenol	403-19-0	N(=O)(=O)c1cc(F)c(cc1)O	1.07	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-chloro-4-nitrophenol	619-08-9	N(=O)(=O)c1cc(Cl)c(cc1)O	1.59	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-chloro-3-nitrobenzene	121-73-3	N(=O)(=O)c1cc(Cl)ccc1	0.73	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-nitrobenzonitrile	619-24-9	N(=O)(=O)c1cc(C#N)ccc1	0.45	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-nitrobenzamide	645-09-0	C(N)(=O)c1cc(N(=O)=O)ccc1	-0.19	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-nitrobenzyl alcohol	619-25-0	N(=O)(=O)c1cc(CO)ccc1	-0.22	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4,6-dinitro-2-methylphenol	534-52-1	N(=O)(=O)c1cc(N(=O)=O)cc(c1O)C	1.73	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Methyl-2-nitrophenol	700-38-9	N(=O)(=O)c1c(O)cc(cc1)C	0.59	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-nitrodiphenylamine	836-30-6	N(c1ccc(cc1)N(=O)=O)c1ccccc1	1.89	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-bromo-3-nitrobenzene	585-79-5	N(=O)(=O)c1cc(Br)ccc1	1.03	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-dimethyl-3-nitrobenzene	83-41-0	N(=O)(=O)c1c(C)c(C)ccc1	0.56	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-chloromethyl-4-nitrophenol	2973-19-5	C(Cl)c1cc(N(=O)=O)ccc1O	0.75	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,6-dichloro-4-nitrophenol	618-80-4	N(=O)(=O)c1cc(Cl)c(c(c1)Cl)O	0.63	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-chloro-6-nitrotoluene	83-42-1	N(=O)(=O)c1c(C)c(Cl)ccc1	0.68	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Hydroxyphenylacetic acid	156-38-7	C(C(=O)O)c1ccc(cc1)O	-1.5	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,6-diiodo-4-nitrophenol	305-85-1	N(=O)(=O)c1cc(I)c(c(c1)I)O	1.84	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-methyl-4-nitrophenol	2581-34-2	N(=O)(=O)c1c(C)cc(cc1)O	1.73	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-methyl-3-nitrophenol	2042-14-0	N(=O)(=O)c1c(C)ccc(c1)O	0.74	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,6-dibromo-4-nitrophenol	99-28-5	N(=O)(=O)c1cc(Br)c(c(c1)Br)O	1.35	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,5-dichloro-1-nitrobenzene	618-62-2	N(=O)(=O)c1cc(Cl)cc(c1)Cl	1.13	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-fluoro-3-iodo-5-nitrobenzene	3819-88-3	N(=O)(=O)c1cc(F)cc(c1)I	1.09	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-nitrobenzyl alcohol	612-25-9	C(O)c1c(N(=O)=O)cccc1	-0.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,4-dinitrobenzyl alcohol	79544-31-3	N(=O)(=O)c1c(N(=O)=O)ccc(c1)CO	1.09	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-nitrobenzamide	610-15-1	C(N)(=O)c1c(N(=O)=O)cccc1	-0.72	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-nitrobenzonitrile	612-24-8	C(#N)c1c(N(=O)=O)cccc1	1.08	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
6-Amino-2,4-dimethylphenol	41458-65-5	Oc1c(C)cc(cc1N)C	0.89	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Amino-2-cresol	2835-96-3	Cc1c(O)ccc(c1)N	1.31	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4,6-Trimethylphenol	527606	CC1=CC(=C(C(=C1)C)O)C	0.42	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,5-Dimethylaniline	108690	CC1=CC(=CC(=C1)N)C	-0.36	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4-Dimethylphenol	105679	CC1=CC(=C(C=C1)O)C	0.14	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4,6-Trimethylaniline	88051	CC1=CC(=C(C(=C1)C)N)C	-0.05	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,5-Dimethylphenol	108689	CC1=CC(=CC(=C1)O)C	0.11	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Amino-4-(tert)butylphenol	1199468	CC(C)(C)C1=CC(=C(C=C1)O)N	0.37	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,5-Dimethylaniline	95783	CC1=CC(=C(C=C1)C)N	-0.33	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,5-Dimethylphenol	95874	CC1=CC(=C(C=C1)C)O	0.14	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Amino-4-hydroxybenzenesulfonic acid	98-37-3	S(=O)(=O)(O)c1cc(N)c(cc1)O	-1.5	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Amino-2-cresol	53222927	CC1=C(C=CC=C1O)N	-0.55	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Methyl-4-hydroxyaniline	2835-99-6	Cc1c(N)ccc(c1)O	1.31	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,5-di(tert.)butylaniline	2380361	C(C)(C)(C)c1cc(C(C)(C)C)cc(c1)N	1.44	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3,5-Trimethylphenol	697825	CC1=CC(=C(C(=C1)O)C)C	0.36	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,6-dinitro-4-cresol	609-93-8	N(=O)(=O)c1c(O)c(N(=O)=O)cc(c1)C	1.23	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3,6-Trimethylphenol	2416946	CC1=C(C(=C(C=C1)C)O)C	0.28	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Hydroquinone,	700130	C1(C)=C(C)C(O)=C(C)C=C1O	1.34	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-aminophenol	95-55-6	Nc1c(O)cccc1	0.94	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4-diaminophenol	95-86-3	Nc1c(O)ccc(c1)N	0.13	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Chloro-5-methoxyphenol	65262966	COC1=CC(=CC(=C1)O)Cl	0.76	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,5-Dimethoxyphenol	500992	COC1=CC(=CC(=C1)O)OC	-0.09	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Chloroanisole	623121	COC1=CC=C(C=C1)Cl	0.6	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Methoxyphenol	150196	COC1=CC=CC(=C1)O	-0.33	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Methoxyphenol	150765	COC1=CC=C(C=C1)O	-0.14	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,5-Dichlorophenol	591355	C1=C(C=C(C=C1Cl)Cl)O	1.56	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Methoxyhydroquinone	824-46-4	O(C)c1c(O)ccc(c1)O	2.2	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-iodophenol	626-02-8	Ic1cc(O)ccc1	1.12	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-bromophenol	591-20-8	Brc1cc(O)ccc1	1.14	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Fluoro-4-nitrophenol	394-41-2	N(=O)(=O)c1c(F)cc(cc1)O	0.94	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-fluorophenol	372-20-3	Fc1cc(O)ccc1	0.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Chlorophenol	108430	C1=CC(=CC(=C1)Cl)O	0.87	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Chloromethoxybenzene	766-51-8	O(C)c1c(Cl)cccc1	0.4	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Ethoxy-4-methoxyphenol	65383-57-5	O(CC)c1c(OC)ccc(c1)O	-0.3	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzaldehyde,2-chloro-3-hydroxy-4-methoxy-(9CI)	37687573	ClC1=C(C=CC(OC)=C1O)C=O	0.2	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Bromovanillin	2973764	COC1=C(C(=CC(=C1)C=O)Br)O	0.62	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-chloro-3-nitrophenol	610-78-6	N(=O)(=O)c1c(Cl)ccc(c1)O	1.27	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Hydroxy-4-methoxyacetophenone	552410	CC(=O)C1=C(C=C(C=C1)OC)O	0.55	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Methyl 4-methoxysalicylate	2/6/5446	C(OC)(=O)c1c(O)cc(cc1)OC	0.37	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Butoxyphenol	122941	CCCCOC1=CC=C(C=C1)O	0.7	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-hexyloxyphenol	18979-55-0	O(CCCCCC)c1ccc(cc1)O	1.64	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-heptyloxyphenol	13037-86-0	O(CCCCCCC)c1ccc(cc1)O	2.03	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
n-Pentyloxyphenol	18979-53-8	O(CCCCC)c1ccc(cc1)O	1.36	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
p-Phenylene	4044659	c1cc(N=C=S)ccc1N=C=S	3.34	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Phenyl isothiocyanate	103720	C1=CC=C(C=C1)N=C=S	1.41	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,5-Dimethylphenyl	40046308	c1c(C)cc(C)cc1N=C=S	1.88	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	1.50E+08	c1c2CCCc2ccc1N=C=S	2.48	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,6-Dimethylphenyl	19241168	Cc1cccc(C)c1N=C=S	1.49	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Naphthylisothiocyanate	551064	c1c2c(N=C=S)cccc2ccc1	2.14	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-n-Butylphenyl isothiocyanate	23165448	c1ccc(CCCC)cc1N=C=S	2.76	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
N,N-diethylaniline	91667	c1(N(CC)CC)ccccc1	0.66	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
phenyl	122792	C(Oc1ccccc1)(=O)C	-0.23	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
N-ethyl-N-methylaniline	613978	N(CC)(C)c1ccccc1	0.29	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(German)	100378	C(CN(CC)CC)O	-1.5	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Triethanolamine	102716	OCCN(CCO)CCO	-1.75	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,3-Benzodioxole-5-ethanamine,N-ethyl-alpha-methyl-	105599	C(CN(C)CCO)O	-1.83	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
N-ethyl-N-methyl-	598561	N(CC)(C)C	-0.91	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
CN(CC)CC	616397	CN(CC)CC	-0.76	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-Dibromohexane	624204	C(Br)C(Br)CCCC	1.15	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-Dibromohexane	624-20-4	C([C@H](CBr)Br)CCC	1.146	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
octylbromide,	111831	C(CCCCCCC)Br	1.87	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-bromo-	111251	C(CCBr)CCC	0.94	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Pentane,	110532	C(CCCC)Br	0.48	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-bromo-	629049	CCCCCCCBr	1.49	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	2623827	OC(=O)C(Br)CCCCCC	0.49	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Bromohexanoic acid	616057	CCCCC(C(=O)O)Br	0.45	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Bromohexanoic acid	616-05-7	C([C@H](CCCC)Br)(=O)O	0.4547	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Butane,	109659	C(CCC)Br	-0.18	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Bromooctanoic acid	2623-82-7	C([C@H](C(=O)O)Br)CCCCC	0.4907	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
N-Hexanoyl Chloride	142610	C(CCCCC)(=O)Cl	0.34	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Pentanoic acid, Chloride	638299	C(CCC(Cl)=O)C	-0.34	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
OTCL	111648	CCCCCCCC(Cl)=O	0.41	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
n-Heptanoyl Chloride	2528612	C(CCCCCC)(=O)Cl	0.46	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
butyne-1,4-diol	110656	C(#CCO)CO	-1.88	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Butynol	764012	CC#CCO	-0.87	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Pentyn-1-ol	6261229	CCC#CCO	-0.57	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Aminopropyne	2450717	C(C#C)N	-0.83	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
PA	107197	C(C#C)O	-1.07	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Hexyn-1-ol	764603	CCCC#CCO	-0.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Nonyn-1-ol	5921733	CCCCCCC#CCO	0.65	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
